id,sha256,source,licence,organe,classe,site,date,annotateur,split,images
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_96.jpg,7fd8a548296492651b72caf2b491757ac1bbe30971d20fb0462cda979825b28f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_96.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_97.jpg,bcb0b1c80d70f5bee63b714d92b338e80ab66e4983f8d3ed8b3497bae75a554f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_97.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_98.jpg,63f39a9a70e879767cb594ac2c180fea2d60f56c8c527958d52cd810f5128774,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_98.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_99.jpg,96a72e805b095539644864c912cec7dd3e9ff21d79b65bd0954091aca955f612,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Rice Tungro/rt_wb_99.jpg,CC BY 4.0,exclu,exclu:tungro,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_0.jpg,24ad420dc27915abef6ceff62f4a108980115f09f07ed8c252656db206b67372,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_0.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_1.jpg,b5ca5010112342e852d36c20e9609178b711f473208eb3c989d39949661ab951,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_1.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_10.jpg,2d91a5707befea7a91278577d85f1aefccb1a5889929c24602d6c56019d00642,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_10.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_100.jpg,a9f06eac3fb5d786cbad8c4636091fd7483db2126268ad416f4a33495f96f891,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_100.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_101.jpg,d6092db916b1516ad1df32b3b0bfe87cee6c91c21392f4024067c9885f56ed16,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_101.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_102.jpg,5d4e03a95a650d50cb66f67a4245f9c1897f23f67b4250175df1b763e1b1e29d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_102.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_103.jpg,b080906491b987b678065b952e22509c80e2e1fe7361f745c62a7a0c13ac6637,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_103.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_104.jpg,8de3cd265bd78697c71b15e2bbaa5a19c29a49c01587fc02591fdbc79666df49,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_104.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_105.jpg,94ac24870ad60ce02a7163759f612991c94c603c70d1a935cb60857929c008fb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_105.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_106.jpg,2e93498e5f4d4eb25d1b9d6e9ff622abea687802b8fc9e114778884a56d8ae88,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_106.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_107.jpg,5a2a9ba7582e0e0238cbfa092656ceff5cbfcf690723dddbfa08df6347c18e70,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_107.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_108.jpg,23f55605a50cac5abc23eb90fe6963110032a135d0743101358107786460eb2f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_108.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_109.jpg,eedac668ec41c1fe2a61f1e149dbfc4e422b25871f3a61fee56082c8eddc9f70,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_109.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_11.jpg,229fd348ca708db6c2938eb5dc3dcb3d4862bf0c88197d3d872a18ea44ad15f2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_11.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_110.jpg,12d241444b0aa5c769b18f5550d6d627dc7e83c72839cf9c0a9beaaee7ae3a55,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_110.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_111.jpg,db929e94aeab31c7042f4f3c0d4e6368838e8a5c22c9cafdc3a0d600b5c6ed82,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_111.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_112.jpg,eb2c7571e9176dde62da716362e5eebefd9c84637d5a8fc67ab4981dd02f8a11,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_112.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_113.jpg,b6b1a67e88d91d667e81a0f47a788e04846390d52f9f2ccbb5e330818aaa70aa,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_113.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_114.jpg,3648a1cdfd76fa5b8f3ec3db7559486392054b39cadcae24c928047f48ec7b1d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_114.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_115.jpg,941694e3514395faca9cb7872fb2f854e2ab1399a38977eab5ecfa4f935b8f99,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_115.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_116.jpg,3953c1add501aafad03727d0170a5331a75c3065b6fe3366a1794052027cfb24,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_116.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_117.jpg,c9ea27ef0fa721be97a696838926215c37fc178ca743c434f6b3a7c5e10f274d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_117.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_118.jpg,ff0352614e454dc89eb53b1437d84d29c583ea331b004dfbbfbe17d49427c9fb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_118.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_119.jpg,a41352b881c901a4f5b90a262cda064fd4c3fd7ac68855a91467c00ed89064d9,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_119.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_12.jpg,f340d84f1076fc5dee1e0cf40dce1cce7292c041b2ce3039fca5081f5524a829,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_12.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_120.jpg,e6285ad42ababe5882409880a6c13b71949a4786a19192ed1241719f1e9c9fba,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_120.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_121.jpg,0e56dd032adff08f65e4ab76ba80c018706b7b2edab9e3db31a9a7f230406cf4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_121.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_122.jpg,23b5f506162e408592fb3f622f25fa43c21aa2f91b778b8f4ac1d367206a05b3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_122.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_123.jpg,c2f0fd17a4b5a90577653854be2061d4cc9ad8ca434c74cbfea8c9c8f0cb1b0b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_123.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_124.jpg,0855f3cfb3c89803ce720f9e595bd0fd4f9f13a68a01fb41a2a1d7c06b0faf87,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_124.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_125.jpg,c7e10ed37bc08344ae247adf15a5a64033a562d13681e3e4226f11538749bc4c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_125.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_126.jpg,ae57edc22ad9a35f99e4b2d6d6be2068e96717fa36975e051527b353f9c61ebb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_126.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_127.jpg,f9daa32049c63b71eb0c1e240ea028747810cf09cc9febfc25ee3fa3d4c780f7,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_127.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_128.jpg,8644625ee52e8542a359afcb745ea0d8a66ac81ddc2fb8ce8f42c626af021860,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_128.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_129.jpg,00ca0c2ce816e461c3ea0972f1671a78014282a95bfb1fd53872ef5830409265,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_129.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_13.jpg,5abee57e9490ad7e3a89f0ba7c719bc6c66e7ca04c47f329dacff867af6b6261,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_13.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_130.jpg,a434239959b89261b7c93103c0c4e5b9b8ba4551150d4cb8be9bd463ef321322,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_130.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_131.jpg,fc8c0fb9713262e3a4a012c41bb11874e872b113945ca240759d415bccb4b318,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_131.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_132.jpg,c0d5b970ccc7a27b6c9701cfb84ac6a9b3ad4db1f2f8c31ce896408f46f70812,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_132.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_133.jpg,a95784f25c0e494f933f8f81a42c6cb30607b54daca6f012050679478fcb07b4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_133.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_134.jpg,b52a2d99da9f1081194019c789da017e286f8eaea10b6c035e438718eebc71a2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_134.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_135.jpg,f9c9712b4c2e5877ff3aae795f2ac37e3ff9e541d6c6ea86f398d6c0a4d24ae2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_135.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_136.jpg,9b6233874cca0c35725d9c1119c9ebf3c4880c0c8d37feff9ff6256f0255570c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_136.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_137.jpg,924c349474334f7061f377ebcfdbcdcfcf8f6ee98d0baea4dd254b6d9a020327,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_137.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_138.jpg,5b58004f9edca94184df8a0994215dff76f21c9dfefd1ee91d1f73f43c2ceea7,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_138.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_139.jpg,3c10cf3f46f37a09bac9614e0123bd3c7e8234f9d33037b8a57c889c65c103ef,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_139.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_14.jpg,9f1c2d05310a5bc283c182f3de7272f36ca7dcf426ed94b673611e42c5ff25b0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_14.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_140.jpg,b9d8cc58effa5a91781c65a3b3337ea031ffece824e160770c099deff23659f6,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_140.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_141.jpg,634ecde8f28c3199c2c477ba0e3b07abe00714272de0e32083bea3da2a4d1a5d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_141.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_142.jpg,a3ced4f8344a10355775e91d5dbe7d31fa667047bdd78f3c2d3d9ff2089f2c7a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_142.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_143.jpg,28d6d5b5ce3726019f59d8ddb5449adda82dfd88409d30b9aafbee732ccda225,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_143.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_144.jpg,9bcf1433846afe6d3f3cd9a55a114156c67c1c02275e14c70f29c06cf0aa04e3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_144.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_145.jpg,45039f1b7158e658ecfc49d1315b3a7b492fce79a2efee48e8c11aa9a38320d5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_145.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_146.jpg,2f9765964a1099dc4f9664701e7fd59c7c31036115ef09e34ca7de4c25eb322f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_146.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_147.jpg,0c7943eac1d798cbda8d8973561edb717cf4c386f0e69ff1bb07d48568ea2080,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_147.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_148.jpg,7e86e53ed0b55adb585a642c5fc4ee7b9b5cc466af4a285e30b175094d41743b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_148.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_149.jpg,2935bd5773e25c92aaefb2e10e0f2fdf01a2bd97f17ec8b37106fc1240887ba4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_149.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_15.jpg,bb075ef0b31931c539cacddbd495789b379535332df18cd82a70bf6e2635799f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_15.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_150.jpg,0d35f2d05ca980d63c5bdb10cd9521c16aa83d90bdaf06f9139b55aedc4e8c1e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_150.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_151.jpg,75bd95d6c5e7c5418650cf9e24190607862acb412535694991d99d74de0ff80a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_151.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_152.jpg,c94c771c226a6568d6fcf10f8d1c7f9f88b88649d48c551cd657e888207e2909,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_152.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_153.jpg,8bf65dbbe7529cefad01bffe7f9d28409b7362419e24ccfa7f299edca55ef5f3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_153.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_154.jpg,1e4b55a6a1f9b4e2864a7985966b0e49b58979e59f307d3b0ffc894a11f4d4b3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_154.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_155.jpg,beeae9f1f996752811f678ce9b19d84c4b874aa177118285af867ef5c28cd860,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_155.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_156.jpg,c2726ca5e0ce414ba7dce14af89943cc21eb21ed0c0f9be84a0246e0c88795c8,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_156.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_157.jpg,409217c5910a5ff7a184479e0e17d122a001da34e281364af5d13956282e6a48,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_157.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_158.jpg,109ef2497d836f8967809f6fb5c290b0bf95291b3cb7eafe0a73d19aa6df804e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_158.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_159.jpg,5aa609a9f3eda797607e77ff816ee406333718f8f75179ae5582238b1ebedafb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_159.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_16.jpg,fb3712e3d749f5eab9a693fa89ad2a1c734466901744edac8da5ab1dbdb7bb30,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_16.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_160.jpg,a0f6aa974a6fd99c8e2ab9e301286eb0acd5b65d9e7f54db29426e1ba33200ef,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_160.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_161.jpg,2e74e084880a7a29540b8be8f11e4b0d19323f5976d6050796f4aacee2ff5a25,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_161.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_162.jpg,c686b5584150d3fff14c51434e11bed944e1ac2fff76d90ee9713194e92ea037,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_162.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_163.jpg,c7165125759c8225c8bb94bbebc8415c47691677c0a329a58241125aac9d8779,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_163.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_164.jpg,579e398e35dec759e73070e9cddec8b2b279d963ef5e619d7acb2e86c9bcd8f2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Shath Blight/sb_wb_164.jpg,CC BY 4.0,tige_gaine,rhizoctone,,,,,1
